"label","title","author","year","source","publisher","volume","issue","start_page","end_page","doi","issn","abstract","source_file","articleurl","citationurl","citesurl","fulltexturl","relatedurl","link","title_clean","author_clean","row_number_in_group","matches","language","text","citation","screened_titles","notes"
"ref_0834","brief report: feasibility of a mindfulness and self-compassion based mobile intervention for adolescents","Donovan, E; Rodgers, RF; Cousineau, TM; McGowan, KM; Luk, S; Yates, K; Franko, DL",2016,"JOURNAL OF ADOLESCENCE",NA,"53","","217","221","10.1016/j.adolescence.2016.09.009","0140-1971; 1095-9254","The aim of the study was to test the feasibility of a mindfulness and self-compassion based program for adolescents, to be delivered though mobile phones. Twenty racially and ethnically diverse US adolescents enrolled in a study to use the app for 30 days, after which they provided satisfaction data and participated in focus groups to describe their experiences and offer suggestions for improving the app. Usage data were also captured. Results indicated that participants used the app on the majority of days over the intervention period, reported finding it helpful for managing stress, and provided suggestions for substantive areas for improvement. These findings suggest that a mobile app may be a feasible way to disseminate a mindfulness and selfcompassion based program widely among adolescents. (C) 2016 The Foundation for Professionals in Services for Adolescents. Published by Elsevier Ltd. All rights reserved.","wos2000.ris",NA,NA,NA,NA,NA,NA,"brief report: feasibility of a mindfulness and self-compassion based mobile intervention for adolescents","donovan, e; rodgers, rf; cousineau, tm; mcgowan, km; luk, s; yates, k; franko, dl",NA,831,"en","brief report: feasibility of a mindfulness and self-compassion based mobile intervention for adolescents the aim of the study was to test the feasibility of a mindfulness and self-compassion based program for adolescents, to be delivered though mobile phones. twenty racially and ethnically diverse us adolescents enrolled in a study to use the app for 30 days, after which they provided satisfaction data and participated in focus groups to describe their experiences and offer suggestions for improving the app. usage data were also captured. results indicated that participants used the app on the majority of days over the intervention period, reported finding it helpful for managing stress, and provided suggestions for substantive areas for improvement. these findings suggest that a mobile app may be a feasible way to disseminate a mindfulness and selfcompassion based program widely among adolescents. (c) 2016 the foundation for professionals in services for adolescents. published by elsevier ltd. all rights reserved.","Brief Report: Feasibility of a Mindfulness and Self-Compassion Based Mobile Intervention for Adolescents.","selected",NA
"ref_1117","covid-19 pandemic and the second lockdown: the 3rd wave of the disease through the voice of youth","Branquinho C.; Santos A.C.; Noronha C.; Ramiro L.; de Matos M.G.",2022,"Child Indicators Research",NA,"15","1","199","216","10.1007/s12187-021-09865-6",NA,"Around the beginning of the 2021 new year, Europe’s COVID-19 third wave led many leaders to implement a new lockdown period, with the teaching–learning system returning to the online method once more. The present study aimed to understand the health consequences for adolescents and young adults (AYA) during the third wave’s lockdown. This mixed-method study included 592 participants between 16 and 24 years old (M = 19.01, SD = 2.32), with the majority being female (70.9%) and students (82.3%) at high school (55.1%) or university (44.9%). Negative impacts are highlighted in the categories: relationships, physical activity (as well aseno impacts), screen time and academic stress; and no impactsin health and well-being, leisure activities, sleep, diet, academic performance and relationships with teachers and peers. Overall, when compared to the opposite gender, girls report more negative impacts on leisure activities and diet, although more positive impacts on diet, as well as on academic stress; boys stand out in the negative consequences on substance use. At the academic level, students in higher education show more negative impacts on relationships, leisure activities, sleep, diet, screen time and relationships with teachers and peers. Enlightened about the impacts of the second lockdown on their lives, and showing signs of “pandemic fatigue”, this study draws attention to the need to associate psychological support measures with those implemented to contain the COVID-19 pandemic. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","Scopus",NA,NA,NA,NA,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116071965&doi=10.1007%2Fs12187-021-09865-6&partnerID=40&md5=f037cf3b09cf1856d4aedd08147bcb68","covid-19 pandemic and the second lockdown: the 3rd wave of the disease through the voice of youth","branquinho c.; santos a.c.; noronha c.; ramiro l.; de matos m.g.",NA,1110,"en","covid-19 pandemic and the second lockdown: the 3rd wave of the disease through the voice of youth around the beginning of the 2021 new year, europe’s covid-19 third wave led many leaders to implement a new lockdown period, with the teaching–learning system returning to the online method once more. the present study aimed to understand the health consequences for adolescents and young adults (aya) during the third wave’s lockdown. this mixed-method study included 592 participants between 16 and 24 years old (m = 19.01, sd = 2.32), with the majority being female (70.9%) and students (82.3%) at high school (55.1%) or university (44.9%). negative impacts are highlighted in the categories: relationships, physical activity (as well aseno impacts), screen time and academic stress; and no impactsin health and well-being, leisure activities, sleep, diet, academic performance and relationships with teachers and peers. overall, when compared to the opposite gender, girls report more negative impacts on leisure activities and diet, although more positive impacts on diet, as well as on academic stress; boys stand out in the negative consequences on substance use. at the academic level, students in higher education show more negative impacts on relationships, leisure activities, sleep, diet, screen time and relationships with teachers and peers. enlightened about the impacts of the second lockdown on their lives, and showing signs of “pandemic fatigue”, this study draws attention to the need to associate psychological support measures with those implemented to contain the covid-19 pandemic. © 2021, the author(s), under exclusive licence to springer nature b.v.","Covid-19 Pandemic and the Second Lockdown: The 3rd Wave of the Disease Through the Voice of Youth.","selected",NA
"ref_2872","mind the distance: experiences of non-face-to-face child and youth mental health services during covid-19 social distancing restrictions in western australia","McQueen M.; Strauss P.; Lin A.; Freeman J.; Hill N.; Finlay-Jones A.; Bebbington K.; Perry Y.",2022,"Australian Psychologist",NA,"57","5","301","314","10.1080/00050067.2022.2078649",NA,"Objectives: Following the outbreak of COVID-19, social distancing restrictions limited access to face-to-face mental health services in Western Australia (WA), necessitating a rapid transition to non-face-to-face alternatives, including telehealth. The current study investigated barriers and facilitators to telehealth access and engagement, and preferences for child and youth mental health service delivery during and beyond COVID-19. Methods: Three participant groups were recruited via social media and partner organisations, and completed a tailored online survey: i) young people (14–25 years) who had ever accessed or attempted to access mental health support or services (n = 84), ii) parents of young people with a child aged 0–25 years who had ever accessed or attempted to access mental health support or services with or on behalf of their child (n = 68), and iii) professionals working in the child or youth mental health sector (n = 167). Results: Regarding barriers to engagement, young people were primarily concerned with the privacy implications of telehealth and its efficacy relative to face-to-face alternatives. Parents and clinicians were more concerned with the technological pitfalls of telehealth (e.g., internet-connectivity, picture/sound issues). Telehealth’s accessibility was highlighted as a facilitator for all groups. Although certain participant groups were considered to be more suited to telehealth than others, most participants endorsed a blended approach to the future provision of mental health services. Conclusions: To facilitate a blended approach to the delivery of child and youth mental health services, participants recommended more reliable and affordable internet access, implementing funding models that support telehealth delivery, and training for clinical staff. KEY POINTS: What is already known about this topic: At the time of writing, Western Australia has been fortunate enough to resist a large-scale outbreak of COVID-19, making the state relatively unique in its experience of the pandemic. Despite this, the state has experienced periods of social distancing requirements and associated impact on mental health service provision. Young people have been especially susceptible to mental health decline during the pandemic. Social distancing requirements have necessitated the rapid transition of mental health service provision from face-to-face to non-face-to-face alternatives. What this topic adds: Findings from this study provide localised insights into barriers and facilitators to engagement with non-face-to-face service delivery from the perspective of children and young people, carers and mental health professionals. Despite concerns about the relative efficacy of telehealth compared to traditional face-to-face services and challenges with technology, the majority of young people, parents, and mental health professionals in the study felt that moving forwards, child and youth mental health services should be provided using a flexible, blended approach where both face-to-face and non-face-to-face options are available. © 2022 Australian Psychological Society.","Scopus",NA,NA,NA,NA,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131686766&doi=10.1080%2F00050067.2022.2078649&partnerID=40&md5=75db35093bdc9b5a46a63cba62cf8f73","mind the distance: experiences of non-face-to-face child and youth mental health services during covid-19 social distancing restrictions in western australia","mcqueen m.; strauss p.; lin a.; freeman j.; hill n.; finlay-jones a.; bebbington k.; perry y.",NA,2857,"en","mind the distance: experiences of non-face-to-face child and youth mental health services during covid-19 social distancing restrictions in western australia objectives: following the outbreak of covid-19, social distancing restrictions limited access to face-to-face mental health services in western australia (wa), necessitating a rapid transition to non-face-to-face alternatives, including telehealth. the current study investigated barriers and facilitators to telehealth access and engagement, and preferences for child and youth mental health service delivery during and beyond covid-19. methods: three participant groups were recruited via social media and partner organisations, and completed a tailored online survey: i) young people (14–25 years) who had ever accessed or attempted to access mental health support or services (n = 84), ii) parents of young people with a child aged 0–25 years who had ever accessed or attempted to access mental health support or services with or on behalf of their child (n = 68), and iii) professionals working in the child or youth mental health sector (n = 167). results: regarding barriers to engagement, young people were primarily concerned with the privacy implications of telehealth and its efficacy relative to face-to-face alternatives. parents and clinicians were more concerned with the technological pitfalls of telehealth (e.g., internet-connectivity, picture/sound issues). telehealth’s accessibility was highlighted as a facilitator for all groups. although certain participant groups were considered to be more suited to telehealth than others, most participants endorsed a blended approach to the future provision of mental health services. conclusions: to facilitate a blended approach to the delivery of child and youth mental health services, participants recommended more reliable and affordable internet access, implementing funding models that support telehealth delivery, and training for clinical staff. key points: what is already known about this topic: at the time of writing, western australia has been fortunate enough to resist a large-scale outbreak of covid-19, making the state relatively unique in its experience of the pandemic. despite this, the state has experienced periods of social distancing requirements and associated impact on mental health service provision. young people have been especially susceptible to mental health decline during the pandemic. social distancing requirements have necessitated the rapid transition of mental health service provision from face-to-face to non-face-to-face alternatives. what this topic adds: findings from this study provide localised insights into barriers and facilitators to engagement with non-face-to-face service delivery from the perspective of children and young people, carers and mental health professionals. despite concerns about the relative efficacy of telehealth compared to traditional face-to-face services and challenges with technology, the majority of young people, parents, and mental health professionals in the study felt that moving forwards, child and youth mental health services should be provided using a flexible, blended approach where both face-to-face and non-face-to-face options are available. © 2022 australian psychological society.","Mind the Distance: Experiences of Non-Face-to-Face Child and Youth Mental Health Services During Covid-19 Social Distancing Restrictions in Western Australia.","selected",NA
"ref_0358","adolescents and negligent social media use","Lareki, A; Fraga-Varela, F; Martínez-de-Morentin, JI",2024,"TECHNOLOGY IN SOCIETY",NA,"78","","","","10.1016/j.techsoc.2024.102623","0160-791X; 1879-3274","Digital technology has evolved very quickly in a very short space of time, to the point at which it is now a personal technology that manages the information and communications of users who access the different services offered over the Internet - users who are increasingly younger and at greater risk. Negligent technology use is understood as use linked to the management of social media accounts and mobile apps that, while not intentionally harmful, may nevertheless place the user and/or others at risk. The study of negligent digital technology use during adolescence is vital to preventing risk behaviours through education. These types of behaviours range from anxiety to cyberbullying, device addiction, problems with self-perceptions of one's own body and depression, among others. In this context, the aim of the present study is to analyse negligent digital technology use among adolescents on social media, and to explore the perceptions of this population group regarding the seriousness of these actions and the possible relationship between the two variables. Participants were 2529 students aged between 10 and 17 years from seven regions in southern Europe spread across three countries (Spain, Italy and Greece). The instrument used to collect the data was an ad hoc questionnaire designed to measure, among other things, actions indicating negligent use, excessive use of social medial and perceptions of the seriousness of such social media behaviour. The results reveal that the most negligent actions carried out by minors are: arranging to meet people they met on a social media site; displaying personal information in their account; and giving their passwords to people other than their parents and/or teachers. The results also indicate that adolescents engage in those negligent actions that they perceive to be less serious more assiduously, and carry out those they perceive to be more serious more sporadically. One of the principal findings was the increase in negligent use among older adolescents, which suggests that education in this field needs to begin much earlier, ideally before the age of 12 years.","wos1000.ris",NA,NA,NA,NA,NA,NA,"adolescents and negligent social media use","lareki, a; fraga-varela, f; martínez-de-morentin, ji",NA,356,"en","adolescents and negligent social media use digital technology has evolved very quickly in a very short space of time, to the point at which it is now a personal technology that manages the information and communications of users who access the different services offered over the internet - users who are increasingly younger and at greater risk. negligent technology use is understood as use linked to the management of social media accounts and mobile apps that, while not intentionally harmful, may nevertheless place the user and/or others at risk. the study of negligent digital technology use during adolescence is vital to preventing risk behaviours through education. these types of behaviours range from anxiety to cyberbullying, device addiction, problems with self-perceptions of one's own body and depression, among others. in this context, the aim of the present study is to analyse negligent digital technology use among adolescents on social media, and to explore the perceptions of this population group regarding the seriousness of these actions and the possible relationship between the two variables. participants were 2529 students aged between 10 and 17 years from seven regions in southern europe spread across three countries (spain, italy and greece). the instrument used to collect the data was an ad hoc questionnaire designed to measure, among other things, actions indicating negligent use, excessive use of social medial and perceptions of the seriousness of such social media behaviour. the results reveal that the most negligent actions carried out by minors are: arranging to meet people they met on a social media site; displaying personal information in their account; and giving their passwords to people other than their parents and/or teachers. the results also indicate that adolescents engage in those negligent actions that they perceive to be less serious more assiduously, and carry out those they perceive to be more serious more sporadically. one of the principal findings was the increase in negligent use among older adolescents, which suggests that education in this field needs to begin much earlier, ideally before the age of 12 years.","Adolescents and Negligent Social Media Use.","selected",NA
"ref_2899","minding our futures: understanding climate-related mental wellbeing using systems science","Patrick R.; Noy S.; Henderson-Wilson C.; Hayward J.; Allender S.; Gunasiri H.; Bruges N.; Snell T.; Capetola T.",2023,"Health and Place",NA,"84","","","","10.1016/j.healthplace.2023.103134",NA,"Introduction: Climate change impacts mental wellbeing through complex pathways and young people are among the most vulnerable to climate-related anxiety. Minding our Futures used methods from systems science to explore this issue and identify actions to promote mental wellbeing for young Australians (18–24 years). Methods: This qualitative study used Group Model Building via three online facilitated workshops recruiting health, youth and climate practitioners and researchers engaged with young people around climate change and/or mental wellbeing (N = 14). Analysis created a systems map and rich description of the relationships between causal factors and their impact on young people. Results: Three themes emerged; “Government, Services and Structures” highlighted underlying structural issues including capitalism and political powerlessness; “Social Norms, Communication and Taking Action” reflected social media and misinformation; and “Personal Experience of Environmental Disasters” described the impact of climate-related disasters and importance of nature and place connection. Participants specified connections between the themes and mental health outcomes. Conclusion: This novel applied translational research process supported key informants to design structural responses to a complex and critical public health issue. Their vision was a multi-faceted approach, co-led with young people, drawing on Indigenous knowledges and change-focused policy, community empowerment and nature-based interventions. © 2023","Scopus",NA,NA,NA,NA,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177793616&doi=10.1016%2Fj.healthplace.2023.103134&partnerID=40&md5=06922f551cd2dfe7572ce12ea222e204","minding our futures: understanding climate-related mental wellbeing using systems science","patrick r.; noy s.; henderson-wilson c.; hayward j.; allender s.; gunasiri h.; bruges n.; snell t.; capetola t.",NA,2884,"en","minding our futures: understanding climate-related mental wellbeing using systems science introduction: climate change impacts mental wellbeing through complex pathways and young people are among the most vulnerable to climate-related anxiety. minding our futures used methods from systems science to explore this issue and identify actions to promote mental wellbeing for young australians (18–24 years). methods: this qualitative study used group model building via three online facilitated workshops recruiting health, youth and climate practitioners and researchers engaged with young people around climate change and/or mental wellbeing (n = 14). analysis created a systems map and rich description of the relationships between causal factors and their impact on young people. results: three themes emerged; “government, services and structures” highlighted underlying structural issues including capitalism and political powerlessness; “social norms, communication and taking action” reflected social media and misinformation; and “personal experience of environmental disasters” described the impact of climate-related disasters and importance of nature and place connection. participants specified connections between the themes and mental health outcomes. conclusion: this novel applied translational research process supported key informants to design structural responses to a complex and critical public health issue. their vision was a multi-faceted approach, co-led with young people, drawing on indigenous knowledges and change-focused policy, community empowerment and nature-based interventions. © 2023","Minding Our Futures: Understanding Climate-Related Mental Wellbeing using Systems Science.","selected",NA
"ref_0706","associations of active and passive smartphone use with measures of youth mental health during the covid-19 pandemic","S Marin-Dragu, A Forbes, S Sheikh, RS Iyer…",2023,"Psychiatry …","Elsevier",NA,NA,NA,NA,NA,NA,"… use, would be associated with worse mental health in youth and whether an active form of … targeting passive smartphone use may contribute to improving the mental health of youth. …",NA,"https://www.sciencedirect.com/science/article/pii/S0165178123002482",NA,"https://scholar.google.com/scholar?cites=16586236438507612610&as_sdt=2005&sciodt=2007&hl=en","https://pmc.ncbi.nlm.nih.gov/articles/PMC10256630/pdf/main.pdf","https://scholar.google.com/scholar?q=related:wunixSkmLuYJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007",NA,"associations of active and passive smartphone use with measures of youth mental health during the covid-19 pandemic","s marin-dragu, a forbes, s sheikh, rs iyer…",NA,703,"en","associations of active and passive smartphone use with measures of youth mental health during the covid-19 pandemic … use, would be associated with worse mental health in youth and whether an active form of … targeting passive smartphone use may contribute to improving the mental health of youth. …","Associations of Active and Passive Smartphone Use with Measures of Youth Mental Health During the Covid-19 Pandemic.","selected",NA
"ref_3621","psychological care in low-resource settings for adolescents","Galagali, PM; Brooks, MJ",2020,"CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY",NA,"25","3","698","711","10.1177/1359104520929741","1359-1045; 1461-7021","Adolescents living in low-resource settings lack access to adequate psychological care. The barriers to mental health care in low- and middle-income countries (LMIC) include high disease burden, low allocation of resources, lack of national mental health policy and child and adolescent mental health (CAMH) professionals and services, poverty, illiteracy and poor availability of adolescent friendly health services. WHO has recommended a stepped task shifting approach to mental health care in LMIC. Training of non-mental health specialists like peers, teachers, community health workers, paediatricians and primary care physicians by CAMH and framing country-specific evidence-based national mental health policies are vital in overcoming barriers to psychological care in LMIC. Digital technology and telemedicine can be used in providing economical and accessible mental health care services to adolescents.","wos1000.ris",NA,NA,NA,NA,NA,NA,"psychological care in low-resource settings for adolescents","galagali, pm; brooks, mj",NA,3603,"en","psychological care in low-resource settings for adolescents adolescents living in low-resource settings lack access to adequate psychological care. the barriers to mental health care in low- and middle-income countries (lmic) include high disease burden, low allocation of resources, lack of national mental health policy and child and adolescent mental health (camh) professionals and services, poverty, illiteracy and poor availability of adolescent friendly health services. who has recommended a stepped task shifting approach to mental health care in lmic. training of non-mental health specialists like peers, teachers, community health workers, paediatricians and primary care physicians by camh and framing country-specific evidence-based national mental health policies are vital in overcoming barriers to psychological care in lmic. digital technology and telemedicine can be used in providing economical and accessible mental health care services to adolescents.","Psychological Care in Low-Resource Settings for Adolescents.","selected",NA
"ref_4225","social media misuse explained by emotion dysregulation and self-concept: an ecological momentary assessment approach","Rogier, G; Muzi, S; Pace, CS",2024,"COGNITION & EMOTION",NA,"38","8","1261","1270","10.1080/02699931.2024.2363413","0269-9931; 1464-0600","Studies suggested that emotion dysregulation and identity processes are involved in social media (SM) misuse, even if their proximal role has not been investigated. Previous studies rarely discriminated between specific activities or between types of SM. We recruited 50 young adults and implemented a momentary ecological assessment measurement. Four times by day, during seven days, we measured SM use, frequency of several activities on SM, emotion dysregulation, distress and clarity of self-concept. Daily time spent on Facebook, Instagram and TikTok were retrieved from devices. Intradaily changes in emotion dysregulation and clarity of self-concept predict changes in SM addiction symptoms and frequency of use according to the type of activity. Daily changes in time spent on SM were not predicted by emotion dysregulation, distress and self-concept clarity. Findings suggest that emotion dysregulation and poor self-concept clarity are proximal risk factors for SM misuse.","wos2000.ris",NA,NA,NA,NA,NA,NA,"social media misuse explained by emotion dysregulation and self-concept: an ecological momentary assessment approach","rogier, g; muzi, s; pace, cs",NA,4199,"en","social media misuse explained by emotion dysregulation and self-concept: an ecological momentary assessment approach studies suggested that emotion dysregulation and identity processes are involved in social media (sm) misuse, even if their proximal role has not been investigated. previous studies rarely discriminated between specific activities or between types of sm. we recruited 50 young adults and implemented a momentary ecological assessment measurement. four times by day, during seven days, we measured sm use, frequency of several activities on sm, emotion dysregulation, distress and clarity of self-concept. daily time spent on facebook, instagram and tiktok were retrieved from devices. intradaily changes in emotion dysregulation and clarity of self-concept predict changes in sm addiction symptoms and frequency of use according to the type of activity. daily changes in time spent on sm were not predicted by emotion dysregulation, distress and self-concept clarity. findings suggest that emotion dysregulation and poor self-concept clarity are proximal risk factors for sm misuse.","Social Media Misuse Explained by Emotion Dysregulation and Self-Concept: An Ecological Momentary Assessment Approach.","selected",NA
"ref_0778","benefits and harms of social media use: a latent profile analysis of emerging adults","Keum B.T.H.; Wang Y.-W.; Callaway J.; Abebe I.; Cruz T.; O’Connor S.",2023,"Current Psychology",NA,"42","27","23506","23518","10.1007/s12144-022-03473-5",NA,"The rise in social media use among emerging adults in the United States has been well-documented, but researchers are still working on identifying how the type—not just the frequency—of use impacts psychological well-being. We identified “profiles” of social media use among young adults based on the frequency and purposes of use, and examined their associations with benefits and harms to psychosocial well-being, using data from 2828 incoming undergraduate students (Mage = 18.29 years; age range: 17 to 25 years). Using Latent Profile Analysis, we identified three unique profiles of individuals who used social media with varying levels of intensity across different purposes: Active Users (32.4%), Passive Users (25.3%), and Average Users (42.4%). Each profile was associated with varying levels of beneficial and harmful psychosocial outcomes. Compared to Average Users, (a) Active Users reported significantly better psychosocial well-being, but also more harmful outcomes; and (b) Passive Users experienced significantly lower levels of perceived social media benefits and social connectedness, while also reporting less problematic social media use and social media stress. Implications of these findings for research and practice are discussed. © 2022, The Author(s).","Scopus",NA,NA,NA,NA,NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134653575&doi=10.1007%2Fs12144-022-03473-5&partnerID=40&md5=5b426bfb497c3b5b6f61ffa12af99401","benefits and harms of social media use: a latent profile analysis of emerging adults","keum b.t.h.; wang y.-w.; callaway j.; abebe i.; cruz t.; o’connor s.",NA,775,"en","benefits and harms of social media use: a latent profile analysis of emerging adults the rise in social media use among emerging adults in the united states has been well-documented, but researchers are still working on identifying how the type—not just the frequency—of use impacts psychological well-being. we identified “profiles” of social media use among young adults based on the frequency and purposes of use, and examined their associations with benefits and harms to psychosocial well-being, using data from 2828 incoming undergraduate students (mage = 18.29 years; age range: 17 to 25 years). using latent profile analysis, we identified three unique profiles of individuals who used social media with varying levels of intensity across different purposes: active users (32.4%), passive users (25.3%), and average users (42.4%). each profile was associated with varying levels of beneficial and harmful psychosocial outcomes. compared to average users, (a) active users reported significantly better psychosocial well-being, but also more harmful outcomes; and (b) passive users experienced significantly lower levels of perceived social media benefits and social connectedness, while also reporting less problematic social media use and social media stress. implications of these findings for research and practice are discussed. © 2022, the author(s).","Benefits and Harms of Social Media Use: a Latent Profile Analysis of Emerging Adults.","selected",NA
"ref_1486","does body image dissatisfaction exacerbate smartphone addiction among chinese college students?","Xu, PZ; Shao, KC",2025,"FRONTIERS IN PSYCHOLOGY",NA,"16","","","","10.3389/fpsyg.2025.1618979","1664-1078","Introduction In the context of the widespread use of mobile internet and smartphones, the issue of excessive smartphone uses and even addiction among college students has become an important social concern. However, the relationship between body image satisfaction, which is a key factor influencing psychological state and behavioral choices, and smartphone addiction has not been fully explored.Methods This paper focuses on the impact of college students' body image satisfaction on smartphone addiction. In the theoretical part, this paper constructs a theoretical framework of smartphone addiction based on objectification theory. Using survey data from 1,958 college students in 7 universities across 3 provinces in China, this study evaluates the levels of smartphone addiction and body image satisfaction among Chinese college students using the Smartphone Addiction Scale-Short Version (SAS-SV) and the Body Image State Scale (BISS). In the empirical part, an OLS model is employed to analyze the impact of college students' body image satisfaction on smartphone addiction.Results The study finds that a 1% decrease in college students' body image satisfaction leads to a 5.76% increase in smartphone addiction.Discussion This conclusion varies by gender and discipline: in terms of gender differences, the impact of body image dissatisfaction on smartphone addiction among female college students is 1% higher than that among male college students; regarding discipline differences, the impact of body image dissatisfaction on smartphone addiction among students in humanities and social sciences is 2% higher than that among students in science and engineering. In the mechanism analysis, it is found that the frequent use of short-video and e-shopping apps among college students further exacerbates the impact of body image dissatisfaction on smartphone addiction.","wos1000.ris",NA,NA,NA,NA,NA,NA,"does body image dissatisfaction exacerbate smartphone addiction among chinese college students?","xu, pz; shao, kc",NA,1478,"en","does body image dissatisfaction exacerbate smartphone addiction among chinese college students? introduction in the context of the widespread use of mobile internet and smartphones, the issue of excessive smartphone uses and even addiction among college students has become an important social concern. however, the relationship between body image satisfaction, which is a key factor influencing psychological state and behavioral choices, and smartphone addiction has not been fully explored.methods this paper focuses on the impact of college students' body image satisfaction on smartphone addiction. in the theoretical part, this paper constructs a theoretical framework of smartphone addiction based on objectification theory. using survey data from 1,958 college students in 7 universities across 3 provinces in china, this study evaluates the levels of smartphone addiction and body image satisfaction among chinese college students using the smartphone addiction scale-short version (sas-sv) and the body image state scale (biss). in the empirical part, an ols model is employed to analyze the impact of college students' body image satisfaction on smartphone addiction.results the study finds that a 1% decrease in college students' body image satisfaction leads to a 5.76% increase in smartphone addiction.discussion this conclusion varies by gender and discipline: in terms of gender differences, the impact of body image dissatisfaction on smartphone addiction among female college students is 1% higher than that among male college students; regarding discipline differences, the impact of body image dissatisfaction on smartphone addiction among students in humanities and social sciences is 2% higher than that among students in science and engineering. in the mechanism analysis, it is found that the frequent use of short-video and e-shopping apps among college students further exacerbates the impact of body image dissatisfaction on smartphone addiction.","Does Body Image Dissatisfaction Exacerbate Smartphone Addiction among Chinese College Students?","selected",NA
"ref_1409","digital platforms and educational tools for enhancing menstrual health: a scoping review","Jimenez, S; Lent, A; Kaleem, S; Eldawy, N; Mendonca, J; Etzel, M; Brinzo, P; Burgoa, S; Zerrouki, Y; Follin, T; Mejia, M; Kitsantas, P; Sacca, L",2025,"INTERNATIONAL JOURNAL OF SEXUAL HEALTH",NA,"37","3","350","368","10.1080/19317611.2025.2496218","1931-7611; 1931-762X","BackgroundMenstruating individuals have the right to access proper menstrual health education and hygiene practices. However, many of these individuals experience period poverty, which is defined as the lack of access to safe and hygienic menstrual products, basic sanitation services, adequate waste disposal systems, and menstrual hygiene education. Although the negative effects of period poverty on the physical, social, and mental well-being of menstruating adolescents have been emphasized and reported as a major public health issue, there remains a gap in research exploring the impact of evidence-based digital menstrual health educational tools on improving overall health outcomes and mental well-being of menstruating individuals. This scoping review aims to address this gap in period poverty and menstrual health research by exploring the availability of online educational intervention and digital platforms on menstrual health.MethodsThe Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews (PRISMA-ScR) was utilized as a reference checklist for this study. The Arksey and O'Malley Framework was used to guide the methodology for this review. The Joanna Briggs Institute recommendations were used for the extraction, analysis, and presentation of results for the review.ResultsAfter a full study review, seven studies were retained for analysis. The majority of the barriers were classified into the ""Study design and methodological issues"" (n = 10) theme category, which encompassed lack of validated tools for compliance, limited power, loss to follow-up, and inability to build evidence for causation among others. The second most cited barrier theme category was ""Generalizability and selection bias"" (n = 8). Lessons learned across included studies were identified regarding the use of social media, interventions, and period-tracking apps. Future interventions should consider individual preference for receiving materials (i.e., through web pages vs apps), cost-effectiveness, research methods to improve user engagement, and involve families and community members in improving attitudes and knowledge.ConclusionFindings from this review will provide recommendations and inform future implementation and broader dissemination of such platforms for further improvement of menstrual health outcomes.","wos3981.ris",NA,NA,NA,NA,NA,NA,"digital platforms and educational tools for enhancing menstrual health: a scoping review","jimenez, s; lent, a; kaleem, s; eldawy, n; mendonca, j; etzel, m; brinzo, p; burgoa, s; zerrouki, y; follin, t; mejia, m; kitsantas, p; sacca, l",NA,1401,"en","digital platforms and educational tools for enhancing menstrual health: a scoping review backgroundmenstruating individuals have the right to access proper menstrual health education and hygiene practices. however, many of these individuals experience period poverty, which is defined as the lack of access to safe and hygienic menstrual products, basic sanitation services, adequate waste disposal systems, and menstrual hygiene education. although the negative effects of period poverty on the physical, social, and mental well-being of menstruating adolescents have been emphasized and reported as a major public health issue, there remains a gap in research exploring the impact of evidence-based digital menstrual health educational tools on improving overall health outcomes and mental well-being of menstruating individuals. this scoping review aims to address this gap in period poverty and menstrual health research by exploring the availability of online educational intervention and digital platforms on menstrual health.methodsthe preferred reporting items for systematic reviews and meta-analyses extension for scoping reviews (prisma-scr) was utilized as a reference checklist for this study. the arksey and o'malley framework was used to guide the methodology for this review. the joanna briggs institute recommendations were used for the extraction, analysis, and presentation of results for the review.resultsafter a full study review, seven studies were retained for analysis. the majority of the barriers were classified into the ""study design and methodological issues"" (n = 10) theme category, which encompassed lack of validated tools for compliance, limited power, loss to follow-up, and inability to build evidence for causation among others. the second most cited barrier theme category was ""generalizability and selection bias"" (n = 8). lessons learned across included studies were identified regarding the use of social media, interventions, and period-tracking apps. future interventions should consider individual preference for receiving materials (i.e., through web pages vs apps), cost-effectiveness, research methods to improve user engagement, and involve families and community members in improving attitudes and knowledge.conclusionfindings from this review will provide recommendations and inform future implementation and broader dissemination of such platforms for further improvement of menstrual health outcomes.","Digital Platforms and Educational Tools for Enhancing Menstrual Health: a Scoping Review.","selected",NA
