Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"JL Hamilton, MJ Dreier, B Caproni, J Fedor…","Improving the science of adolescent social media and mental health: Challenges and opportunities of smartphone-based mobile sensing and digital …",2025,"Journal of Technology in …","Springer","https://link.springer.com/article/10.1007/s41347-024-00443-5","https://scholar.google.com/scholar?cites=5456512987296048546&as_sdt=2005&sciodt=2007&hl=en",11,"2026-04-01 00:54:51","HTML","10.1007/s41347-024-00443-5","",,,,,,14,14.00,3,5,1,"… The impact of social media (SM) use (‘screentime’) on adolescent mental health has been … the dynamic interplay of SM use and mental health. Smartphone-based mobile sensing offers …","https://link.springer.com/article/10.1007/s41347-024-00443-5","https://scholar.google.com/scholar?q=related:oiUW8KZtuUsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
26,"R Rudolf, N Kim","Smartphone use, gender, and adolescent mental health: Longitudinal evidence from South Korea",2024,"SSM-Population Health","Elsevier","https://www.sciencedirect.com/science/article/pii/S235282732400123X","https://scholar.google.com/scholar?cites=5759895901606191800&as_sdt=2005&sciodt=2007&hl=en",12,"2026-04-01 00:54:51","HTML","","",,,,,,26,13.00,13,2,2,"Purpose This study investigates the relationship between smartphone use time (SUT), gender, and adolescent mental health. Potential mechanisms that underlie this link are also …","https://www.sciencedirect.com/science/article/pii/S235282732400123X","https://scholar.google.com/scholar?q=related:uCJ3Js5C708J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
602,"T Dienlin, N Johannes","The impact of digital technology use on adolescent well-being",2020,"Dialogues in clinical neuroscience","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.31887/DCNS.2020.22.2/tdienlin","https://scholar.google.com/scholar?cites=8131274813832550924&as_sdt=2005&sciodt=2007&hl=en",13,"2026-04-01 00:54:51","","10.31887/DCNS.2020.22.2","",,,,,,602,100.33,301,2,6,"… Citation66 Another study that combined objective measures of social smartphone applications with experience sampling in young adults found a weak negative relation between …","https://www.tandfonline.com/doi/pdf/10.31887/DCNS.2020.22.2/tdienlin","https://scholar.google.com/scholar?q=related:DNqRoVwX2HAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
42,"S Kosola, S Mörö, E Holopainen","Smartphone use and well-being of adolescent girls: a population-based study",2024,"Archives of disease in childhood","adc.bmj.com","https://adc.bmj.com/content/109/7/576?gsid=1d73fd5d-191d-4e49-9980-41366be19b37","https://scholar.google.com/scholar?cites=4799800457095396687&as_sdt=2005&sciodt=2007&hl=en",14,"2026-04-01 00:54:51","HTML","","",,,,,,42,21.00,14,3,2,"… an increasing incidence of anxiety among adolescent girls, … smartphone and social media use objectively and to evaluate its associations with measures of mental health and well-being…","https://adc.bmj.com/content/109/7/576?gsid=1d73fd5d-191d-4e49-9980-41366be19b37","https://scholar.google.com/scholar?q=related:T73t1RVRnEIJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
6,"B Kadirvelu, T Bellido Bel, A Freccero…","… Phenotyping for Adolescent Mental Health: Feasibility Study Using Machine Learning to Predict Mental Health Risk From Active and Passive Smartphone …",2026,"Journal of Medical …","jmir.org","https://www.jmir.org/2026/1/e72501/","https://scholar.google.com/scholar?cites=624833411710653398&as_sdt=2005&sciodt=2007&hl=en",15,"2026-04-01 00:54:51","HTML","","",,,,,,6,6.00,2,4,1,"… of using a smartphone app to predict mental health risks in … for binary classification of 4 mental health outcomes, namely, … key digital features and mental health outcomes. Performance …","https://www.jmir.org/2026/1/e72501/","https://scholar.google.com/scholar?q=related:1hPPbK3aqwgJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1519,"CL Odgers, MR Jensen","Annual research review: Adolescent mental health in the digital age: Facts, fears, and future directions",2020,"Journal of Child Psychology and …","Wiley Online Library","https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.13190","https://scholar.google.com/scholar?cites=13276616346765348450&as_sdt=2005&sciodt=2007&hl=en",16,"2026-04-01 00:54:51","","10.1111/jcpp.13190","",,,,,,1519,253.17,760,2,6,"… usage and adolescent mental health, with a specific focus on depression and anxiety. The review … of daily digital technology usage and adolescents’ well‐being that do not offer a way of …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8221420/pdf/nihms-1705633.pdf","https://scholar.google.com/scholar?q=related:Ys4XkDkEQLgJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
133,"P Wang, L Lei, X Wang, J Nie, X Chu, S Jin","The exacerbating role of perceived social support and the “buffering” role of depression in the relation between sensation seeking and adolescent smartphone …",2018,"Personality and Individual …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0191886918301995","https://scholar.google.com/scholar?cites=15700064464501122089&as_sdt=2005&sciodt=2007&hl=en",17,"2026-04-01 00:54:51","","","",,,,,,133,16.63,22,6,8,"… sensation seeking, smartphone addiction, perceived social support, and depression. The … was positively significant associated with adolescent smartphone addiction. Contrary to the …","","https://scholar.google.com/scholar?q=related:KaRSrXLV4dkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
196,"M Anshari, Y Alas, E Sulaiman","Smartphone addictions and nomophobia among youth",2019,"Vulnerable Children and Youth …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17450128.2019.1614709","https://scholar.google.com/scholar?cites=359559502916127378&as_sdt=2005&sciodt=2007&hl=en",18,"2026-04-01 00:54:51","","10.1080/17450128.2019.1614709","",,,,,,196,28.00,65,3,7,"… smartphone referring to the anxiety caused by disconnected from the mobile network or inability to have access to a smartphone. … smartphone. The study examines nomophobia among …","https://www.academia.edu/download/118816465/17450128.2019.161470920241011-1-aju3z5.pdf","https://scholar.google.com/scholar?q=related:korufnZp_QQJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
81,"PP Gonsalves, ES Hodgson, A Kumar…","Design and Development of the “POD Adventures” Smartphone Game: A Blended Problem-Solving Intervention for Adolescent Mental Health in India",2019,"Frontiers in public …","frontiersin.org","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2019.00238/full","https://scholar.google.com/scholar?cites=1965234667304232068&as_sdt=2005&sciodt=2007&hl=en",19,"2026-04-01 00:54:51","HTML","10.3389/fpubh.2019.00238","",,,,,,81,11.57,20,4,7,"… reviews of mental health apps for adolescent populations highlight … adolescent mental health (15, 17, 18). A recent review of digital technology for treating and preventing mental health …","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2019.00238/full","https://scholar.google.com/scholar?q=related:hKTzhITqRRsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
21,"Y Lee, J Blebea, F Janssen…","The Impact of Smartphone and Social Media Use on Adolescent Sleep Quality and Mental Health during the COVID‐19 Pandemic",2023,"Human Behavior and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/3277040","https://scholar.google.com/scholar?cites=6713420284564812598&as_sdt=2005&sciodt=2007&hl=en",20,"2026-04-01 00:54:51","","10.1155/2023/3277040","",,,,,,21,7.00,5,4,3,"… This study is aimed at examining the relationship between adolescent SM and smartphone use and sleep quality, depression, and anxiety early during the COVID-19 pandemic. We …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2023/3277040","https://scholar.google.com/scholar?q=related:NjNj-S3cKl0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
63,"R Grist, B Cliffe, M Denne, A Croker, P Stallard","An online survey of young adolescent girls' use of the internet and smartphone apps for mental health support",2018,"BJPsych open","cambridge.org","https://www.cambridge.org/core/journals/bjpsych-open/article/an-online-survey-of-young-adolescent-girls-use-of-the-internet-and-smartphone-apps-for-mental-health-support/BD4A6107B5753C7233BFF06BE68269D1","https://scholar.google.com/scholar?cites=13448792298170679739&as_sdt=2005&sciodt=2007&hl=en",21,"2026-04-01 00:54:51","","","",,,,,,63,7.88,13,5,8,"… that young adolescent girls are more likely to engage with mental health apps than in previous years. If the internet and apps are to be widely used to deliver or support mental health …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BD4A6107B5753C7233BFF06BE68269D1/S2056472418000431a.pdf/div-class-title-an-online-survey-of-young-adolescent-girls-use-of-the-internet-and-smartphone-apps-for-mental-health-support-div.pdf","https://scholar.google.com/scholar?q=related:uwF5Jle1o7oJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
20,"Y Tang, J Xu, Y Zhao, T Davis…","Parental phubbing and adolescent smartphone addiction: depression and perceived school climate matter",2024,"… , Behavior, and Social …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1089/cyber.2023.0300","https://scholar.google.com/scholar?cites=15565985042200453531&as_sdt=2005&sciodt=2007&hl=en",22,"2026-04-01 00:54:51","","10.1089/cyber.2023.0300","",,,,,,20,10.00,4,5,2,"… in higher levels of smartphone addiction. Empirical studies … smartphone use. Thus, we hypothesized that parental phubbing would be positively associated with adolescent smartphone …","","https://scholar.google.com/scholar?q=related:m-Fme-x8BdgJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
19,"H Yang, Z Wang, JD Elhai","The relationship between adolescent stress and problematic smartphone use: The serial mediating effects of anxiety and frequency of smartphone use",2023,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-022-03197-6","https://scholar.google.com/scholar?cites=3046977525488990354&as_sdt=2005&sciodt=2007&hl=en",23,"2026-04-01 00:54:51","","10.1007/s12144-022-03197-6","",,,,,,19,6.33,6,3,3,"… effect of anxiety and smartphone use frequency between stress and adolescent PSU. This result provides a way of thinking for the prevention and intervention of adolescent PSU. First of …","https://www.researchgate.net/profile/Zihao-Wang-104/publication/361015210_The_relationship_between_adolescent_stress_and_problematic_smartphone_use_The_serial_mediating_effects_of_anxiety_and_frequency_of_smartphone_use/links/638189287b0e356feb84e35c/The-relationship-between-adolescent-stress-and-problematic-smartphone-use-The-serial-mediating-effects-of-anxiety-and-frequency-of-smartphone-use.pdf","https://scholar.google.com/scholar?q=related:krhedeoJSSoJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
49,"IB Mun, S Lee","How does parental smartphone addiction affect adolescent smartphone addiction?: Testing the mediating roles of parental rejection and adolescent depression",2021,"Cyberpsychology, Behavior, and Social …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1089/cyber.2020.0096","https://scholar.google.com/scholar?cites=340153796004382518&as_sdt=2005&sciodt=2007&hl=en",24,"2026-04-01 00:54:51","","10.1089/cyber.2020.0096","",,,,,,49,9.80,25,2,5,"… mental health and smartphone addiction. Therefore, this study aims to bridge this knowledge gap through examining the role of parental smartphone … ) and adolescent depression (ADP) …","","https://scholar.google.com/scholar?q=related:NofXQxN4uAQJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1,"S Marin-Dragu, M Orr, P Corkum…","A mediation analysis of the influence of sleep on the relationship between smartphone screen time and youth mental health",2025,"Cyberpsychology …","cyberpsychology.eu","https://cyberpsychology.eu/article/view/37105","https://scholar.google.com/scholar?cites=11674445986751107760&as_sdt=2005&sciodt=2007&hl=en",25,"2026-04-01 00:54:51","HTML","","",,,,,,1,1.00,0,4,1,"… to mental health problems. Considering that previous studies primarily relied on subjective reports of screen-time and its effects on youth mental health, the … (eg, anxiety, depression) and …","https://cyberpsychology.eu/article/view/37105","https://scholar.google.com/scholar?q=related:sNLIZcX2A6IJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
5,"T Zhang, A Camargo, L Schmaal…","Nomophobia, psychopathology, and smartphone-inferred behaviors in youth With depression: Longitudinal study",2025,"JMIR Formative …","formative.jmir.org","https://formative.jmir.org/2025/1/e57512","https://scholar.google.com/scholar?cites=2675268027861747054&as_sdt=2005&sciodt=2007&hl=en",26,"2026-04-01 00:54:51","HTML","","",,,,,,5,5.00,1,4,1,"… , smartphone sensor data, several mental health measures, … based on the collection of passive smartphone sensing data, … follow-up of a mental health digital phenotyping study of 41 …","https://formative.jmir.org/2025/1/e57512","https://scholar.google.com/scholar?q=related:bsWo3xh2ICUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
130,"L Fu, P Wang, M Zhao, X Xie, Y Chen, J Nie…","Can emotion regulation difficulty lead to adolescent problematic smartphone use? A moderated mediation model of depression and perceived social support",2020,"Children and Youth …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0190740919308898","https://scholar.google.com/scholar?cites=8478257065370626005&as_sdt=2005&sciodt=2007&hl=en",27,"2026-04-01 00:54:51","","","",,,,,,130,21.67,19,7,6,"… be related to adolescent problematic smartphone use, whether depression would mediate the relationship between emotion regulation difficulty and problematic smartphone use, and …","","https://scholar.google.com/scholar?q=related:1afcl-HRqHUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
14,"W Yao, H Hou, P Yang, S Ni","The co-occurrence of adolescent smartphone addiction and academic burnout: The role of smartphone stress and digital flourishing",2025,"Education and Information Technologies","Springer","https://link.springer.com/article/10.1007/s10639-024-13017-y","https://scholar.google.com/scholar?cites=7918522081916022339&as_sdt=2005&sciodt=2007&hl=en",28,"2026-04-01 00:54:51","","10.1007/s10639-024-13017-y","",,,,,,14,14.00,4,4,1,"… of smartphone addiction and academic burnout and the role of both the negative and positive aspects of smartphone use, namely smartphone stress … Smartphone stress was positively …","","https://scholar.google.com/scholar?q=related:Q-6wHuE95G0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
17,"V Capraro, L Globig, Z Rausch, S Rathje, A Wormley…","A consensus statement on potential negative impacts of smartphone and social media use on adolescent mental health",2025,"","ideas.repec.org","https://ideas.repec.org/p/ebg/heccah/1567.html","https://scholar.google.com/scholar?cites=2933108081404687386&as_sdt=2005&sciodt=2007&hl=en",29,"2026-04-01 00:54:51","","","",,,,,,17,17.00,3,6,1,"… international trends in adolescent mental health, causal links to … , adolescent mental health has declined in several Western countries over the past 20 years. Second, heavy smartphone …","","https://scholar.google.com/scholar?q=related:GjT0f0J-tCgJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1114,"JM Twenge, GN Martin, WK Campbell","Decreases in psychological well-being among American adolescents after 2012 and links to screen time during the rise of smartphone technology.",2018,"Emotion","psycnet.apa.org","https://psycnet.apa.org/fulltext/2018-02758-001.html","https://scholar.google.com/scholar?cites=9843295782019491291&as_sdt=2005&sciodt=2007&hl=en",30,"2026-04-01 00:54:51","","","",,,,,,1114,139.25,371,3,8,"… well-being by year with average time spent on screen and nonscreen activities and with broader cultural indicators such as smartphone … focusing on increasing adolescent well-being. …","https://moglen.law.columbia.edu/CPC/AdolescentHappinessSmartphones-Emotion-2018.pdf","https://scholar.google.com/scholar?q=related:22VfmlxpmogJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1095,"E Abi-Jaoude, KT Naylor, A Pignatiello","Smartphones, social media use and youth mental health",2020,"Cmaj","cmaj.ca","https://www.cmaj.ca/content/192/6/E136.short","https://scholar.google.com/scholar?cites=10685629148113083078&as_sdt=2005&sciodt=2007&hl=en",31,"2026-04-01 00:54:51","HTML","","",,,,,,1095,182.50,365,3,6,"… use may be contributing to the rising burden of mental distress among youth… youth and families to mitigate potential negative effects of social media and smartphone use on mental health…","https://www.cmaj.ca/content/192/6/E136.short","https://scholar.google.com/scholar?q=related:xhrXZhj7SpQJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
179,"BM Girela-Serrano, ADV Spiers, L Ruotong…","Impact of mobile phones and wireless devices use on children and adolescents' mental health: a systematic review",2024,"… child &adolescent …","Springer","https://link.springer.com/article/10.1007/s00787-022-02012-8","https://scholar.google.com/scholar?cites=17370721457873817779&as_sdt=2005&sciodt=2007&hl=en",32,"2026-04-01 00:54:51","HTML","10.1007/s00787-022-02012-8","",,,,,,179,89.50,45,4,2,"… smartphone-related behaviour, termed as ‘problematic smartphone use’ may be responsible for poor mental health … outline examples of exposures and mental health outcomes in detail)…","https://link.springer.com/article/10.1007/s00787-022-02012-8","https://scholar.google.com/scholar?q=related:sxDTxCEzEfEJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
85,"CJR Sewall, TR Goldstein…","Does objectively measured social-media or smartphone use predict depression, anxiety, or social isolation among young adults?",2022,"Clinical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/21677026221078309","https://scholar.google.com/scholar?cites=4881040192970763647&as_sdt=2005&sciodt=2007&hl=en",33,"2026-04-01 00:54:51","","10.1177/21677026221078309","",,,,,,85,21.25,28,3,4,"… of smartphone use, duration of social-media use) and three aspects of psychological distress (depression, anxiety, … digital-technology use and psychological distress were statistically …","https://pmc.ncbi.nlm.nih.gov/articles/PMC9671480/pdf/nihms-1773195.pdf","https://scholar.google.com/scholar?q=related:fy1t1DHwvEMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
19,"S Elavsky, J Blahošová, M Lebedíková…","… smartphone behavior and adolescent well-being with the FUTURE-WP4 (modeling the future: understanding the impact of technology on adolescent's well …",2022,"JMIR Research …","researchprotocols.org","https://www.researchprotocols.org/2022/3/e35984","https://scholar.google.com/scholar?cites=10183068351146165944&as_sdt=2005&sciodt=2007&hl=en",34,"2026-04-01 00:54:51","HTML","","",,,,,,19,4.75,5,4,4,"… -term and long-term impacts of smartphone use on well-being using innovative data collection … Specifically, we planned to conduct a 12-month study of adolescent smartphone behavior …","https://www.researchprotocols.org/2022/3/e35984","https://scholar.google.com/scholar?q=related:uAaXkbaGUY0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
